soc2d,soc2d_label,soc3d,soc3d_label,soc5d,soc5d_label,soc6d,soc6d_label,soc8d,soc8d_label
25-0000,"Education, Training, and Library Occupations",25-1000,Postsecondary Teachers,25-1120,"Arts, Communications, and Humanities Teachers, Postsecondary",25-1125,"History Teachers, Postsecondary",25-1125.00,"History Teachers, Postsecondary"
25-0000,"Education, Training, and Library Occupations",25-1000,Postsecondary Teachers,25-1120,"Arts, Communications, and Humanities Teachers, Postsecondary",25-1126,"Philosophy and Religion Teachers, Postsecondary",25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
25-0000,"Education, Training, and Library Occupations",25-1000,Postsecondary Teachers,25-1190,Miscellaneous Postsecondary Teachers,25-1191,Graduate Teaching Assistants,25-1191.00,Graduate Teaching Assistants
25-0000,"Education, Training, and Library Occupations",25-1000,Postsecondary Teachers,25-1190,Miscellaneous Postsecondary Teachers,25-1192,"Home Economics Teachers, Postsecondary",25-1192.00,"Home Economics Teachers, Postsecondary"
25-0000,"Education, Training, and Library Occupations",25-1000,Postsecondary Teachers,25-1190,Miscellaneous Postsecondary Teachers,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
25-0000,"Education, Training, and Library Occupations",25-1000,Postsecondary Teachers,25-1190,Miscellaneous Postsecondary Teachers,25-1194,"Vocational Education Teachers, Postsecondary",25-1194.00,"Vocational Education Teachers, Postsecondary"
25-0000,"Education, Training, and Library Occupations",25-1000,Postsecondary Teachers,25-1190,Miscellaneous Postsecondary Teachers,25-1199,"Postsecondary Teachers, All Other",25-1199.00,"Postsecondary Teachers, All Other"
25-0000,"Education, Training, and Library Occupations",25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",25-2010,Preschool and Kindergarten Teachers,25-2011,"Preschool Teachers, Except Special Education",25-2011.00,"Preschool Teachers, Except Special Education"
25-0000,"Education, Training, and Library Occupations",25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",25-2010,Preschool and Kindergarten Teachers,25-2012,"Kindergarten Teachers, Except Special Education",25-2012.00,"Kindergarten Teachers, Except Special Education"
25-0000,"Education, Training, and Library Occupations",25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",25-2020,Elementary and Middle School Teachers,25-2021,"Elementary School Teachers, Except Special Education",25-2021.00,"Elementary School Teachers, Except Special Education"
25-0000,"Education, Training, and Library Occupations",25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",25-2020,Elementary and Middle School Teachers,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education"
25-0000,"Education, Training, and Library Occupations",25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",25-2020,Elementary and Middle School Teachers,25-2023,"Career/Technical Education Teachers, Middle School",25-2023.00,"Career/Technical Education Teachers, Middle School"
25-0000,"Education, Training, and Library Occupations",25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",25-2030,Secondary School Teachers,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
25-0000,"Education, Training, and Library Occupations",25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",25-2030,Secondary School Teachers,25-2032,"Career/Technical Education Teachers, Secondary School",25-2032.00,"Career/Technical Education Teachers, Secondary School"
25-0000,"Education, Training, and Library Occupations",25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",25-2050,Special Education Teachers,25-2051,"Special Education Teachers, Preschool",25-2051.00,"Special Education Teachers, Preschool"
25-0000,"Education, Training, and Library Occupations",25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",25-2050,Special Education Teachers,25-2052,"Special Education Teachers, Kindergarten and Elementary School",25-2052.00,"Special Education Teachers, Kindergarten and Elementary School"
25-0000,"Education, Training, and Library Occupations",25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",25-2050,Special Education Teachers,25-2053,"Special Education Teachers, Middle School",25-2053.00,"Special Education Teachers, Middle School"
25-0000,"Education, Training, and Library Occupations",25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",25-2050,Special Education Teachers,25-2054,"Special Education Teachers, Secondary School",25-2054.00,"Special Education Teachers, Secondary School"
25-0000,"Education, Training, and Library Occupations",25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",25-2050,Special Education Teachers,25-2059,"Special Education Teachers, All Other",25-2059.00,"Special Education Teachers, All Other"
25-0000,"Education, Training, and Library Occupations",25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",25-2050,Special Education Teachers,25-2059,"Special Education Teachers, All Other",25-2059.01,Adapted Physical Education Specialists
25-0000,"Education, Training, and Library Occupations",25-3000,Other Teachers and Instructors,25-3010,Adult Basic and Secondary Education and Literacy Teachers and Instructors,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,25-3011.00,Adult Basic and Secondary Education and Literacy Teachers and Instructors
25-0000,"Education, Training, and Library Occupations",25-3000,Other Teachers and Instructors,25-3020,Self-Enrichment Education Teachers,25-3021,Self-Enrichment Education Teachers,25-3021.00,Self-Enrichment Education Teachers
25-0000,"Education, Training, and Library Occupations",25-3000,Other Teachers and Instructors,25-3090,Miscellaneous Teachers and Instructors,25-3099,"Teachers and Instructors, All Other",25-3099.00,"Teachers and Instructors, All Other"
25-0000,"Education, Training, and Library Occupations",25-3000,Other Teachers and Instructors,25-3090,Miscellaneous Teachers and Instructors,25-3099,"Teachers and Instructors, All Other",25-3099.02,Tutors
25-0000,"Education, Training, and Library Occupations",25-4000,"Librarians, Curators, and Archivists",25-4010,"Archivists, Curators, and Museum Technicians",25-4011,Archivists,25-4011.00,Archivists
25-0000,"Education, Training, and Library Occupations",25-4000,"Librarians, Curators, and Archivists",25-4010,"Archivists, Curators, and Museum Technicians",25-4012,Curators,25-4012.00,Curators
25-0000,"Education, Training, and Library Occupations",25-4000,"Librarians, Curators, and Archivists",25-4010,"Archivists, Curators, and Museum Technicians",25-4013,Museum Technicians and Conservators,25-4013.00,Museum Technicians and Conservators
25-0000,"Education, Training, and Library Occupations",25-4000,"Librarians, Curators, and Archivists",25-4020,Librarians,25-4021,Librarians,25-4021.00,Librarians
25-0000,"Education, Training, and Library Occupations",25-4000,"Librarians, Curators, and Archivists",25-4030,Library Technicians,25-4031,Library Technicians,25-4031.00,Library Technicians
25-0000,"Education, Training, and Library Occupations",25-9000,"Other Education, Training, and Library Occupations",25-9010,Audio-Visual and Multimedia Collections Specialists,25-9011,Audio-Visual and Multimedia Collections Specialists,25-9011.00,Audio-Visual and Multimedia Collections Specialists
25-0000,"Education, Training, and Library Occupations",25-9000,"Other Education, Training, and Library Occupations",25-9020,Farm and Home Management Advisors,25-9021,Farm and Home Management Advisors,25-9021.00,Farm and Home Management Advisors
25-0000,"Education, Training, and Library Occupations",25-9000,"Other Education, Training, and Library Occupations",25-9030,Instructional Coordinators,25-9031,Instructional Coordinators,25-9031.00,Instructional Coordinators
25-0000,"Education, Training, and Library Occupations",25-9000,"Other Education, Training, and Library Occupations",25-9030,Instructional Coordinators,25-9031,Instructional Coordinators,25-9031.01,Instructional Designers and Technologists
25-0000,"Education, Training, and Library Occupations",25-9000,"Other Education, Training, and Library Occupations",25-9040,Teacher Assistants,25-9041,Teacher Assistants,25-9041.00,Teacher Assistants
25-0000,"Education, Training, and Library Occupations",25-9000,"Other Education, Training, and Library Occupations",25-9090,"Miscellaneous Education, Training, and Library Workers",25-9099,"Education, Training, and Library Workers, All Other",25-9099.00,"Education, Training, and Library Workers, All Other"
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1000,Art and Design Workers,27-1010,Artists and Related Workers,27-1011,Art Directors,27-1011.00,Art Directors
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1000,Art and Design Workers,27-1010,Artists and Related Workers,27-1012,Craft Artists,27-1012.00,Craft Artists
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1000,Art and Design Workers,27-1010,Artists and Related Workers,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1000,Art and Design Workers,27-1010,Artists and Related Workers,27-1014,Multimedia Artists and Animators,27-1014.00,Multimedia Artists and Animators
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1000,Art and Design Workers,27-1010,Artists and Related Workers,27-1019,"Artists and Related Workers, All Other",27-1019.00,"Artists and Related Workers, All Other"
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1000,Art and Design Workers,27-1020,Designers,27-1021,Commercial and Industrial Designers,27-1021.00,Commercial and Industrial Designers
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1000,Art and Design Workers,27-1020,Designers,27-1022,Fashion Designers,27-1022.00,Fashion Designers
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1000,Art and Design Workers,27-1020,Designers,27-1023,Floral Designers,27-1023.00,Floral Designers
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1000,Art and Design Workers,27-1020,Designers,27-1024,Graphic Designers,27-1024.00,Graphic Designers
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1000,Art and Design Workers,27-1020,Designers,27-1025,Interior Designers,27-1025.00,Interior Designers
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1000,Art and Design Workers,27-1020,Designers,27-1026,Merchandise Displayers and Window Trimmers,27-1026.00,Merchandise Displayers and Window Trimmers
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1000,Art and Design Workers,27-1020,Designers,27-1027,Set and Exhibit Designers,27-1027.00,Set and Exhibit Designers
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1000,Art and Design Workers,27-1020,Designers,27-1029,"Designers, All Other",27-1029.00,"Designers, All Other"
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-2000,"Entertainers and Performers, Sports and Related Workers",27-2010,"Actors, Producers, and Directors",27-2011,Actors,27-2011.00,Actors
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-2000,"Entertainers and Performers, Sports and Related Workers",27-2010,"Actors, Producers, and Directors",27-2012,Producers and Directors,27-2012.00,Producers and Directors
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-2000,"Entertainers and Performers, Sports and Related Workers",27-2010,"Actors, Producers, and Directors",27-2012,Producers and Directors,27-2012.01,Producers
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-2000,"Entertainers and Performers, Sports and Related Workers",27-2010,"Actors, Producers, and Directors",27-2012,Producers and Directors,27-2012.02,"Directors- Stage, Motion Pictures, Television, and Radio"
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-2000,"Entertainers and Performers, Sports and Related Workers",27-2010,"Actors, Producers, and Directors",27-2012,Producers and Directors,27-2012.03,Program Directors
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-2000,"Entertainers and Performers, Sports and Related Workers",27-2010,"Actors, Producers, and Directors",27-2012,Producers and Directors,27-2012.04,Talent Directors
